'101 Coffee Shop','http://www.the101coffeeshop.com/'
'SPiN Standard','http://losangeles.spingalactic.com/restaurant.php'
'Badmaash','http://www.badmaashla.com/'
'Rao\'s','http://www.raosla.com/'
'The Bayou','http://www.thebayouweho.com/'
'Goldies','http://www.goldiesla.com/'
'Bristol Café','http://www.bristolfarms.com/'
'Solo Tapas','http://www.solotapas.com/'
'Gjelina Take Away (GTA)','http://www.gjelina.com/#/gta'
'Courtyard Café & Lounge','http://www.marriott.com/hotels/hotel-information/restaurant/laxcv-courtyard-los-angeles-westside/'
'The Bistro','http://www.marriott.com/hotels/hotel-information/restaurant/laxce-courtyard-los-angeles-century-city-beverly-hills/'
'Courtyard Cafe','http://www.marriott.com/hotels/hotel-information/restaurant/laxsf-courtyard-los-angeles-sherman-oaks/'
'Humble Potato','http://www.humblepotato.com'
'The Bistro','http://www.marriott.com/hotels/hotel-information/restaurant/laxcw-courtyard-los-angeles-woodland-hills/'
'Chick-fil-A','http://www.chick-fil-a.com/'
'Etchea Café Bakery & Catering','http://www.etcheabakery.com/'
'A Sweet Design','http://www.asweetdesign.info/'
'PizzaRev','http://www.pizzarev.com/'
'Imc','http://www.islandmonarchcoffee.com/'
'Yokumon','http://www.yokumon.com/'
'Island Monarch Coffee','http://www.islandmonarchcoffee.com/'
'Scratch Bar','http://www.scratchbarla.com/'
'Flores','http://www.floreslosangeles.com/'
'Seven Grand','http://www.sevengrandbars.com/seven-grand-downtown-la/'
'Top Round Roast Beef','http://www.eattopround.com/'
'Kapistahan Grill','http://www.kapistahanla.com/'
'Tartine O\' Chocolat','http://m.mainstreethub.com/tartineochocolat'
'Szechuwan Garden Restaurant','http://www.szechuwangarden.com/'
'ShopHouse Southeast Asian Kitchen','http://www.shophousekitchen.com/'
'Salt Air','http://www.saltairvenice.com/'
'Lemonade','http://www.lemonadela.com/locations/los-angeles/lax'
'Nozawa Bar','http://www.nozawabar.com/'
'Go Get Em Tiger','http://www.ggetla.com/'
'Girasol','http://www.girasolrestaurant.com/'
'Pei Wei','http://www.peiwei.com/'
'Tuning Fork Gastropub','http://www.tuningforkgastropub.com/'
'Genwa','http://www.genwakoreanbbq.com/'
'Jim\'s Fallbrook Market','http://www.jimsfallbrookmarket.com/'
'Marina Grill and Bar','http://www.marinagrillandbar.com/'
'Atwater Village Tavern','http://www.atwatervillagetavern.com/Home_Page.html'
'Pita on Vine','http://www.pitaonvine.com/'
'Skynny Kitchen','http://skynnykitchen-hub.com/'
'Terroni','http://spring.terroni.com/'
'No Vacancy','http://www.novacancyla.com/'
'Soda Pop\'s','http://sodapopsla.com/'
'Il Piccolo Verde','http://www.ilpiccoloverde.com/'
'Alfred Coffee & Kitchen','http://www.alfredcoffee.com/'
'Burger Lounge','http://www.burgerlounge.com/'
'Phorage','http://www.phoragela.com/'
'Elxr Lounge','http://www.elxrlounge.com/'
'California Chicken Cafe','http://californiachickencafe.com/'
'EMC Seafood & Raw Bar','http://www.emcseafood.com/'
'On The Thirty','http://www.onthethirty.com/'
'El Flamin Taco','http://www.elflamintaco.com/'
'El Flamin Taco','http://www.elflamintaco.com/'
'Menchie\'s Frozen Yogurt Vanowen Street','http://www.menchies.com/frozen-yogurt-shops/frozen-yogurt-vanowen-street-ca'
'Encino Pizza Cookery','http://www.pizzacookeryencino.com/'
'Paradise Biryani Pointe - Canoga Park','http://www.cpparadisebiryani.com/'
'33 Taps','http://www.33taps.com/'
'Soybean Chinese','http://www.soybeanchineserestaurant.com/'
'Hakkasan','http://hakkasan.com/locations/hakkasan-beverly-hills/'
'La Choza Mexican Grill','http://www.chozala.com/'
'Flame Broiler','http://www.flamebroilerusa.com/'
'Kung Pao China Bistro','http://www.kungpaochinabistro.net/'
'Jerry\'s Famous Deli','http://www.jerrysmenu.com/cgi-bin/cNc/showPage.plx?db=jerrysmenu&pid=1'
'Sprouted Garden Cafe','http://www.sproutedgardencafe.com/'
'Casa Chocolate','http://www.casachocolate-la.com/'
'Mad Men Deli','http://madmendeli.com/'
'Le Pain Quotidien','http://www.lepainquotidien.us/#/en_US/locations/california/villa_marina'
'The Stocking Frame','http://thestockingframe.com/'
'Liquid Juice Bar','http://www.liquidjuicebar.com/'
'Sustain Juicery','http://www.sustainjuicery.com/'
'Le Pain Quotidien','http://www.lepainquotidien.us/#/en_US/locations/california/encino'
'Golden China Restaurant','http://www.goldenchina757.com/'
'Stumptown Coffee Roasters','http://www.stumptowncoffee.com/location/los-angeles/s-santa-fe/'
'Mama\'s Indian Kitchen','http://mamasindiankitchen.com/'
'Asakuma Rice','http://asakumaricetogo.com/'
'Geo\'s Organic Coffee','http://www.geosorganiccoffeeculvercity.com/'
'Pink Dot','http://www.pinkdot.com/'
'th','http://www.kaocafe.com/'
'Rockwell Table & Stage','http://rockwell-la.com/'
'Lenny\'s Deli','http://www.lensdeli.com'
'Vegan Joint - Hollywood','http://www.theveganjoint.com/'
'Great Steak & Potato Co.','http://www.thegreatsteak.com/'
'Horse Thief BBQ','http://www.horsethiefbbq.com/'
'Cabo Wabo Cantina','http://www.cabowabocantina.com/hollywood/'
'Salad Farm','http://www.saladfarmrestaurants.com/index.html'
'George\'s Greek Grill','http://georgesgreek.com/'
'Frida Tacos','http://www.fridatacos.com/'
'Summer Fish & Rice','http://summer.fish/'
'City Cafe','http://lacitycafe.com/home/index.php'
'Frankie & Johnnie\'s NY Pizza','http://www.frankiejohnniesnypizza.com/'
'Tang Thai China Cafe','http://tangcafe.com/'
'Bamboo Express & Chinese','http://www.bambooexpressla.com/'
'1880 Cafe','http://www.1880cafe.com/'
'Suzanne\'s Country Deli','http://www.suzannescountrydeli.com/'
'Joe\'s Pizza','http://www.joespizza.it/'
'Naab Cafe','http://www.naabcafe.com/'
'Meshuga 4 Sushi Pico','http://www.meshuga4sushi.com/'
'Rocco\'s Tavern','http://roccostavernla.com/'
'Walter\'s','http://www.walters2go.com/'
'Muang Phet','http://mpthaifood.com/'
'El Huarique','http://elhuariqueonline.com/index.html'
'Big Fat Pita','http://www.bigfatpita.com/home.html'
'First Cup Caffe','http://www.firstcupcaffe.com/'
'Chai Thung Thai','http://www.chaithung.com/'
'Localita & the Badasserie','http://localita.co/'
'Hugo\'s Tacos','http://www.hugostacos.com/'
'Pearl\'s Liquor Bar','http://www.pearlsliquorbar.com/'
'Daikokuya','http://www.dkramen.com/'
'South End','http://www.southendla.com/'
'WingStop','http://www.wingstop.com/'
'Pressed Juicery','http://www.pressedjuicery.com/'
'Cilantro Mexican Grill','http://www.cilantromexican.com/'
'Wicked Kitchen','http://www.wickedkitchen.com/'
'Il Segreto','http://www.ilsegretoristorante.com'
'Nm Cafe at Neiman Marcus Topanga','http://www.neimanmarcus.com/restaurants'
'Ancora Cucina Italiana','http://www.ancoracucinaitaliana.com'
'Tinhorn Flats Saloon and Grill','http://www.tinhornflatshollywood.com/'
'X Lanes','http://www.xlanesla.com/'
'Bib\'s Downtown','http://www.bibsdowntown.com/'
'Ubatuba Acai','http://www.cafetarzanaca.com/'
'Cabana Cafe at the Beverly Hills Hotel','http://beverlyhillshotel.com/'
'Maru - Santa Monica','http://www.marusantamonica.com/'
'République','http://republiquela.com/'
'Aura Thai Hollywood','http://www.aurathaihollywood.com/'
'Mercado - Los Angeles','http://www.mercadorestaurant.com'
'Philippe Chow','http://www.philippechowbh.com/'
'State Social House','http://www.statesocialhouse.com/'
'Mari Vanna Russian Restaurant LA','http://marivanna.ru/'
'The Factory Kitchen','http://thefactorykitchen.com/'
'H.O.M.E. House of Music & Entertainment','http://home90210.com'
'Orsa & Winston','http://www.orsaandwinston.com/'
'Donut Friend','http://www.donutfriend.com/'
'Michael J\'s','http://www.643north.com/'
'Penthouse at Mastro\'s','http://www.mastrosrestaurants.com/'
'Bugis Street Brasserie','http://www.millenniumhotels.com/usa/millenniumbiltmorelosangeles/dining/bugis-street-brasserie.html'
'Twist Eatery','http://www.twisteateryla.com/'
'Sliced Right Personal Pizza','http://www.slicedright.com/'
'Cohen Restaurant','http://cohenkosherrestaurant.com/'
'The Boiling Crab','http://www.theboilingcrab.com/locations/view/westwood-los-angeles-ca'
'Organic Corner Los Angeles','http://www.organiccornerla.com/'
'The Larder at Burton Way','http://www.larderatburtonway.com/'
'The Bunker Hill Bar & Grill','http://www.bunkerhillbar.com/'
'Del Rey Kitchen','http://www.delreykitchen.com/'
'Hakata Ramen Shin-Sen-Gumi','http://www.shinsengumigroup.com/index.php'
'Faith & Flower','http://faithandflowerla.com/'
'The Greyhound Bar & Grill','http://the-greyhound.com/'
'Ludo Bird','http://www.ludolefebvre.com/ludobird/'
'Cricca\'s Italian Deli & Subs','http://www.criccasitaliandeli.com/'
'Cognoscenti Coffee','http://www.popupcoffee.com/'
'Rock & Brews Concert Bar and Grill','http://rockandbrews.com/lax/'
'Klatch Coffee','http://www.klatchroasting.com/Klatch_LAX_s/301.htm'
'Creme Caramel','http://cremecaramella.com/'
'Inthanon Thai Cuisine','http://www.inthanonthaicuisine.com/'
'Church Key','http://thechurchkeyla.com/'
'Mastro\'s Ocean Club','http://www.mastrosrestaurants.com/locations/ca/61-newport-beach-main/default.aspx'
'Caffe Vita','http://caffevita.com/locations/ca/los-angeles-silverlake'
'The Grain Cafe','http://graincafeonline.com/'
'Louie\'s of Mar Vista','http://louiesofmarvista.com/'
'Wexler\'s Deli','http://www.wexlersdeli.com/'
'Terrace Restaurant And Lounge','http://www.terracerestaurantandlounge.com/'
'Bar Nine Collective','http://barninecollective.com/'
'800 Degrees Neapolitan Pizzeria','http://www.800degreespizza.com/'
'The Oinkster','http://www.theoinkster.com/'
'M Cafe','http://mcafedechaya.com/'
'High Tea Cottage','http://www.highteacottage.com/'
'The Tipsy Cow','http://www.tipsycowla.com/'
'Kimukatsu','http://www.kimukatsu.com/'
'Etchea Café Bakery & Catering','http://www.etcheabakery.com/'
'Sage - a Plant Based Bistro','http://www. sageveganbistro.com'
'Islands Restaurant','http://www.islandsrestaurants.com/'
'Eggslut','http://eggslut.com/'
'Dream Korean BBQ','http://www.dreamkoreanbbq.com/'
'Peking Tavern','http://tooguapo.com/Peking_Tavern/'
'Open Sesame','http://www.opensesamegrill.com/'
'Justice Urban Tavern','http://www.justicela.com/'
'Tomoya USA','http://tomoyausa.com/splash'
'Guerrilla Tacos','http://www.guerrillatacos.com/'
'Scopa','http://scopaitalianroots.com/'
'Thai With Us','http://www.thaiwithus.com/'
'Nespresso','http://www.nespresso-us.com/coffee-boutiques/region/california/beverly-hills/'
'Q Sushi','http://qsushila.com/home.php'
'Ditmas Kitchen And Cocktails','http://www.ditmasla.com/'
'Al Bacio Ristorante','http://www.albacioristorante.com/'
'The Wallace','http://thewallacela.com/'
'La Brea Bakery','http://www.labreabakery.com/'
'Herringbone','http://www.herringboneeats.com/los-angeles/'
'Gracias Madre','http://www.graciasmadreweho.com/'
'Palmira Restaurant','http://concoursehotellax.hyatt.com/en/hotel/dining/palmira-restaurant.html'
'Greenspan\'s Grilled Cheese','http://www.greenspansgrilledcheese.com/'
'Mud Hen Tavern','http://www.mudhentavern.com/'
'Russian Dacha Cafe','http://www.russiandacha.net/'
'Mendocino Farms','http://mendocinofarms.com/'
'L.A. Chapter','http://lachapter.com/'
'Panda Restaurant','http://www.panda933.com/'
'Trencher','http://www.trencher-la.com/'
'Wolfe and Crane','http://wolfandcranebar.com/home'
'Continental Kitchen','http://www.continentalkitchenweho.com/'
'Fruit Farm','http://fruitfarmdtla.com/'
'Ben & Jerry\'s','http://www.benjerry.com/citywalk'
'Beijing Fast Food','http://www.beijingfastfoodla.com/'
'Mounai Cafe','https://mounaicafela.com/'
'The Pizza Studio','http://pizzastudio.com/'
'DRNK coffee + tea','http://drnkcoffee.com/'
'DRNK coffee + tea','http://drnkcoffee.com/'
'Obika Mozzarella Bar','http://obika.com/portal/US/en/dove-siamo/restaurant-los-angeles/beverly-center/'
'Wetzel\'s Pretzels','http://www.wetzels.com/'
'Pazzo Gelato','http://www.pazzogelato.net/'
'Barista Society','http://baristasociety.com/'
'Blaze Pizza','http://www.blazepizza.com/'
'Maude','http://www.mauderestaurant.com/'
'Warren\'s Blackboard','http://www.warrensblackboard.com/'
'Cabbage Patch','http://www.cabbagepatchla.com/'
'Olive Garden','http://www.olivegarden.com/locations/ca/montebello/montebello/4453'
'Juice Crafters','http://www.juicecrafters.com/'
'District Pub','http://www.districtpubnoho.com/'
'Jurassic Cafe','http://www.universalstudioshollywood.com/theme-parks/dining/'
'ShopHouse Southeast Asian Kitchen','http://www.shophousekitchen.com/'
'Smoke Oil Salt','http://www.smokeoilsalt.com/'
'Liwan Restaurant & Hookah Lounge','http://www.liwanlounge.com'
'New Moon Café','http://newmoonrestaurants.com/'
'Kalye Hits','http://www.kalyehits.net/'
'Plan Check Kitchen + Bar','http://www.plancheck.com/'
'Plan Check Kitchen + Bar','http://www.plancheck.com/'
'Go Greek','http://gogreekyogurt.com/'
'Blaze Pizza','http://www.blazepizza.com/'
'Ink.Sack','http://mvink.com/food/'
'Orchard Flats Juicery','http://www.orchardflats.com/'
'8 oz. Burger Bar','http://www.8ozburgerbar.com/'
'BLD','http://www.bldrestaurant.com/'
'FIN Culver City','http://www.finculvercity.com/'
'Raw Cane Super Juice Bar','http://www.sugarcanejuice.org/'
'Totes Juices','http://www.totesjuices.com/'
'Asha Authentic & Modern Indian Restaurant','http://www.ashaindian.com/'
'Torta Company','http://tortacompany.com/'
'City Tavern','http://citytavernculvercity.com/'
'Aqui Es Texcoco','http://www.aquiestexcoco.com/'
'Bo Nuage','http://bonuage.com/'
'Home State','http://www.myhomestate.com/'
'Melrose Umbrella Company','http://melroseumbrellaco.com/site/'
'SteamPunk Coffeebar + Kitchen​','http://www.steampunkla.com/'
'Sugarfish by Sushi Nozawa','http://www.sugarfishsushi.com/'
'Bigmista\'s Barbecue','http://bigmista.com/'
'Jolly Oyster Kitchen','http://www.thejollyoyster.com/'
'Sweet Clementine’s Popsicles','http://sweetclementinespops.com/'
'Fat Sal’s','http://www.fatsalsdeli.com/'
'Square One at the Boathouse','http://www.squareonedining.com/boathouse.php'
'Umami Burger','http://www.umamiburger.com/'
'Lady M Confections','http://ladym.com/'
'The Habit Burger Grill','http://hospitality.usc.edu/Hours/Default.aspx'
'ChocoChicken','http://chocochicken.com/'
'Chynna Dim Sum Lounge','http://chynnadtla.com/'
'Angie\'s Wieners','http://angieswieners.com/'
'Red Bread','http://thebreadisred.com/'
'Pez Cantina','http://pezcantina.com/'
'Tous Les Jours','http://tljus.com/'
'Ford\'s Filling Station','http://www.fordsfillingstation.net/'
'Sweet Rose Creamery','http://www.sweetrosecreamery.com/'
'Cugurt','http://cugurt.com/'
'Mamma Lucia\'s Italian Kitchen','http://mammaluciaskitchen.com/'
'Ramen by Omae','http://www.ramenbyomae.com/'
'Kaboom Jamaican Flavor','http://www.kaboomjamaicanflavor.com/'
'My Vegan Gold','http://www.myvegangold.com/'
'Vanilla Bake Shop','http://www.vanillabakeshop.com/'
'SweetSnow','http://sweetsnowcream.com/'
'Ben & Jerry\'s','http://www.benjerry.com/shermanoaksfashionsq'
'Cast & Plow','http://www.ritzcarlton.com/en/Properties/MarinadelRey/Dining/Cast_Plow/Default.htm'
'Lemonade','http://www.lemonadela.com/locations/los-angeles/studio-city'
'Camacho\'s Cantina','http://www.camachos-cantina.com/home.html'
'La Brea Bakery','http://www.labreabakery.com/'
'Wolfgang Puck Express','http://www.wolfgangpuck.com/restaurants/casual-dining/wolfgang-puck-express/7632'
'La Brea Bakery','http://www.labreabakery.com/'
'Cole\'s','http://213nightlife.com/colesfrenchdip'
'La Provence Patisserie and Cafe','http://laprovencecafe.com/'
'Real Food Daily','http://www.realfood.com/'
'Jody Maroni\'s Sausage Kingdom','http://www.jodymaroni.com/'
'The Counter','http://www.thecounterburger.com/'
'Wolfgang Puck Express','http://www.wolfgangpuck.com/restaurants/casual-dining/wolfgang-puck-express/7632'
'Marmalade Cafe','http://www.marmaladecafe.com/site/?page_id=899'
'Engine Co. No. 28','http://www.engineco.com/'
'Umami Burger','http://www.umami.com/umami-burger/eats/umami-lax/'
'Marmalade Cafe','http://www.marmaladecafe.com/site/?page_id=899'
'Border Grill','http://www.bordergrill.com/bg_lax/bg_laxwel.htm'
'Chaya Brasserie','http://www.thechaya.com/'
'Petrossian Caviar & Champagne Bar','http://www.petrossian.com/boutique-los-angeles-airport-champagne-and-caviar-bar-8.html'
'Vino Volo','https://www.vinovolo.com/'
'James\' Beach','http://www.jamesbeach.com/'
'Short Cake','http://www.shortcakela.com/'
'Lamill Coffee','http://lamillcoffee.com/'
'Leelin Bakery & Cafe','http://www.leelinbakerycafe.com/'
'Leelin Bakery & Cafe','http://www.leelinbakerycafe.com/'
'Leelin Bakery & Cafe','http://www.leelinbakerycafe.com/'
'East Borough','http://culvercity.east-borough.com/'
'Roadhouse LA','http://roadhouserestaurants.com/'
'Seventy7 North','http://www.seventy7lounge.com/'
'Pot','http://www.eatatpot.com/'
'Local Table','http://www.localtable-la.com/'
'Chicken & Rice','http://chickenandricela.com/'
'Big Gay Ice Cream','http://biggayicecream.com/'
'Pistola','http://www.pistola-la.com/'
'Corsica\'s Italian Delicatessen','http://www.corsicadeli.com/'
'Tee\'s on the Green','http://www.verdugohillsgolfcourse.com/tees_on_the_green.php'
'Bonaventura Gelato Lounge','http://www.gelato-lounge.com/'
'Oliver\'s Prime Steakhouse at the Grafton','http://www.graftononsunset.com/'
'LaVentura','http://www.laventurarestaurant.com/'
'The Brickyard Pub','http://www.brickyardpubs.com/'
'TNI Kitchen','http://www.tnikitchen.com/'
'DeSano Pizza','http://www.desanopizza.it/'
'Lollicup','http://www.lollicup.com/'
'3 Amigos Southwest Grill','http://3amigosgrill.com/'
'Hard Times Pizza','http://www.hardtimespizza.com/'
'Lucchese Italian Market','http://www.lucchesecatering.com/'
'Ricardo\'s El Ranchito','http://www.elranchitola.com/'
'Spazio Caffe, Venice','http://www.spaziocaffe.us/'
'Comoncy','http://www.comoncy.com/'
'Tom\'s Urban','http://tomsurban.com/'
'Mr Stir Fry','http://www.mrstirfrytogo.com/'
'Juancho\'s Tacos and Beer','http://juanchostacosandbeer.com/'
'Adoteca','http://www.adotecabrentwood.com/'
'Bru\'s Counter','http://bruscounter.com/'
'Shiki Beverly Hills','http://www.shikibeverlyhills.com/'
'Deli-Cious','http://www.deliciousdeliandcatering.com/'
'Continental Bakery','http://www.lacontinentalbakery.com/'
'Kokio Chicken','http://kokiochicken.com/'
'Chop Stop','http://www.chopstop.com/'
'Snowopolis','http://www.snowopolis.net/'
'Andy\'s Restaurant','http://andysnoho.com/'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=100%20Universal%20City%20Plaza,Universal%20City,CA'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=4903%20Eagle%20Rock%20Blvd.,Los%20Angeles,CA'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=6421%20York%20Blvd,Los%20Angeles,CA'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=6502%20Laurel%20Canyon%20Blvd.,North%20Hollywood,CA'
